Average,Amount of peaks,Upward peaks,Downward peaks,Rate of drifting,Amount of zero,Average size of peaks,Standard deviation
0.29300054358377015,16,0,16,-0.0002014805210401772,1,0.18856490001941373,0.06435676671351719
